#{"t_start": 1729511790.5134616, "env_id": "CarRacingCustomTest-v0"}
r,l,t
125713.157653,1000,62616.007805
110882.304478,1000,62684.943508
164768.018764,1000,62753.350197
126901.831714,1000,62871.459121
148404.129875,1000,62939.418189
58830.897552,1000,63007.985739
167595.137408,1000,63075.988775
148694.162555,1000,63144.673957
145881.329344,1000,63212.150008
163085.826983,1000,63329.895831
163954.368912,1000,63398.533776
145798.787995,1000,63467.135246
168039.098903,1000,63535.808647
152450.756859,1000,63604.045199
177536.09694,1000,63672.011737
120698.370202,1000,63788.883817
109970.886148,1000,63856.978601
194938.053607,1000,63926.907943
146194.421404,1000,63994.987796
93974.247138,1000,64063.28466
99144.581264,1000,64132.033284
140031.499993,1000,64267.646717
160952.145748,1000,65451.156037
162868.748691,1000,65551.985021
185851.867561,1000,65650.278368
141468.018764,1000,65751.483957
84381.610997,1000,65861.620323
131462.358387,1000,65972.098765
130955.320351,1000,66169.553012
233413.632799,1000,66295.888158
138137.059012,1000,66438.604908
180801.470721,1000,66553.013918
180214.118055,1000,66668.060595
135185.410068,1000,66775.825101
141976.796193,1000,66965.700319
170254.975286,1000,67075.482356
166590.957832,1000,67192.878627
164961.567151,1000,67303.75341
144482.484173,1000,67417.749045
127948.749661,1000,67530.309364
173909.740618,1000,67721.517854
178235.687937,1000,67829.266424
186119.067715,1000,67951.829186
178578.665152,1000,68064.989992
136122.287057,1000,68184.043199
129906.824734,1000,68296.649881
119524.685431,1000,68489.346704
160845.984866,1000,68600.747138
128549.126256,1000,68711.274787
140124.685431,1000,68830.770676
142668.018764,1000,68940.581979
120396.687706,1000,69043.865993
161094.592191,1000,69128.51701
145841.931807,1000,69308.412953
165102.950271,1000,69397.182785
117990.907047,1000,69511.807249
127233.000713,1000,69600.922121
94468.718065,1000,69681.382638
150281.032463,1000,69752.805826
163918.934515,1000,69890.117333
152514.308517,1000,71157.700141
100734.45233,1000,71229.969277
182769.417365,1000,71309.183276
125646.152875,1000,71379.402225
117943.596322,1000,71451.379663
211764.245179,1000,71583.984427
194728.156221,1000,71661.525444
107817.409008,1000,71732.567827
157188.152992,1000,71802.278625
160692.666651,1000,71871.710569
119793.387496,1000,71958.100525
159771.408594,1000,72116.801706
159666.264378,1000,72189.540859
171289.015205,1000,72262.670346
154838.121857,1000,72336.461279
116587.890559,1000,72410.068007
168183.000037,1000,72482.323282
181232.534893,1000,72556.508405
175819.35976,1000,72674.040958
181050.173646,1000,72746.58252
166716.095687,1000,72847.464424
139308.737327,1000,72941.818127
132088.433989,1000,73010.361735
158928.318389,1000,73081.320318
111919.652751,1000,73208.897536
138610.195635,1000,73282.23373
192557.457708,1000,73356.652198
161725.594522,1000,73431.129391
153160.528127,1000,73505.647854
137881.823478,1000,73579.419155
171837.163745,1000,73703.738471
160856.290369,1000,73778.052801
124160.326456,1000,73849.573491
169890.240986,1000,73938.636366
196379.82432,1000,74008.687908
207069.979548,1000,74079.331443
151383.927855,1000,74198.551911
164575.161621,1000,74267.557018
126093.94469,1000,74338.142229
145388.14455,1000,74426.620206
130318.461242,1000,74522.58365
146220.47778,1000,74609.373055
198822.256052,1000,74684.120082
167815.500778,1000,74827.928168
168654.608802,1000,74899.054551
159903.403379,1000,74989.342807
156062.576587,1000,75104.17298
166470.938472,1000,75192.20286
164627.646093,1000,75263.795544
190401.889732,1000,75402.836387
167726.842293,1000,75491.562517
96616.179299,1000,75561.749927
156230.302501,1000,75631.471945
183723.191178,1000,75709.245096
211282.602097,1000,75781.798662
195382.304478,1000,75915.622815
166600.746037,1000,75991.405699
108154.860869,1000,76097.481309
229773.966719,1000,76173.58997
160140.326456,1000,76245.750291
127406.480302,1000,76322.925383
110089.447335,1000,76494.222107
163708.835091,1000,76574.79403
161643.196069,1000,76671.420862
142207.492448,1000,76761.627894
167135.172049,1000,76858.907451
175316.667413,1000,76944.091685
153102.012163,1000,77045.933822
118454.811217,1000,77196.071723
142800.527598,1000,77295.088108
169699.617277,1000,77366.969375
105490.494334,1000,77445.125237
186256.046933,1000,77545.456118
150422.314297,1000,77616.756263
163440.746037,1000,77759.749447
171463.100731,1000,77830.590026
99149.902822,1000,77901.281351
