#{"t_start": 1729508999.90225, "env_id": "CarRacing-v2"}
r,l,t
820.0,1000,63781.914162
206.338028,1000,63851.169572
900.9,991,63919.195327
646.376812,1000,63987.259182
774.074074,1000,64055.101004
662.886598,1000,64123.533725
407.64526,1000,64243.152219
613.375796,1000,64311.601122
474.344023,1000,64381.648894
819.708029,1000,64450.695152
643.055556,1000,64519.035567
438.216561,1000,64588.143473
189.389068,1000,64707.567776
635.294118,1000,64775.19254
796.32107,1000,64844.859263
434.201954,1000,64913.545261
115.331596,877,64974.100774
625.868726,1000,65042.237768
827.756654,1000,65160.871765
675.2443,1000,65229.76685
750.694444,1000,65299.111512
619.063545,1000,65368.531714
777.966102,1000,65436.943373
828.571429,1000,65505.731924
584.04908,1000,65574.968134
845.392491,1000,65692.14062
874.637681,1000,65760.355865
457.692308,1000,65829.272755
775.816993,1000,65897.495827
825.266904,1000,65965.572908
870.260223,1000,66033.8894
844.649446,1000,66152.175371
907.8,922,66212.570426
900.9,991,66280.691624
678.135048,1000,66349.500376
904.5,955,66415.104206
-17.981073,1000,66482.689423
728.025478,1000,66599.094918
667.361111,1000,66668.261675
234.415584,1000,66737.647626
780.866426,1000,66806.33014
42.857143,1000,66874.426621
826.315789,1000,66948.220606
708.66426,1000,68188.6731
743.450479,1000,68268.290648
88.854489,1000,68377.499802
892.619926,1000,68474.693096
634.824281,1000,68583.544558
525.0,1000,68688.079067
901.3,987,68798.196551
683.505155,1000,68998.89839
770.860927,1000,69134.723748
858.477509,1000,69271.558464
484.848485,1000,69381.046203
900.5,995,69498.944499
775.0,1000,69605.388016
865.870307,1000,69796.017861
101.266458,841,69894.200506
670.149254,1000,70009.201911
806.015038,1000,70123.241986
793.103448,1000,70235.39087
35.83815,1000,70351.299772
765.814696,1000,70537.747409
666.233766,1000,70649.190073
481.120944,1000,70765.0943
786.925795,1000,70880.80622
744.69697,1000,70996.711804
699.307958,1000,71110.060784
702.721088,1000,71226.47625
889.285714,1000,71414.479115
785.813149,1000,71524.016057
868.19788,1000,71643.778131
737.370242,1000,71754.734124
749.840256,1000,71854.189478
823.076923,1000,71937.311805
896.309963,1000,72121.944031
567.605634,1000,72213.197064
817.241379,1000,72328.504412
601.986755,1000,72411.362646
650.841751,1000,72489.769159
752.842809,1000,72561.72595
836.39576,1000,72697.829342
854.861111,1000,73968.139538
896.453901,1000,74038.412864
740.0,1000,74117.789744
712.297735,1000,74188.06828
902.9,971,74258.606446
224.127848,842,74319.682971
697.794118,1000,74459.534056
692.727273,1000,74530.51728
835.606061,1000,74600.31308
703.389831,1000,74670.909529
752.842809,1000,74761.478414
908.9,911,74860.118268
541.791045,1000,74982.64719
773.754153,1000,75056.984587
902.5,975,75128.583093
716.666667,1000,75202.388656
622.419929,1000,75274.155007
706.569343,1000,75349.019531
811.347518,1000,75468.290922
810.652921,1000,75542.429012
711.881188,1000,75644.311282
620.779221,1000,75736.931201
856.834532,1000,75806.230694
769.565217,1000,75878.565639
495.808383,1000,76005.572132
522.222222,1000,76078.966308
901.4,986,76152.529802
691.530945,1000,76227.524884
875.0,1000,76302.764256
227.27482,793,76362.449708
803.448276,1000,76437.926876
756.603774,1000,76562.833618
847.183099,1000,76635.857539
786.925795,1000,76726.210955
819.860627,1000,76796.737205
646.17737,1000,76868.141116
879.83871,1000,76939.248974
714.43299,1000,77056.383155
892.565056,1000,77126.687803
661.09215,1000,77214.631523
714.685315,1000,77312.865162
881.684982,1000,77399.591374
756.687898,1000,77474.711231
59.863946,1000,77621.097482
701.282051,1000,77695.291449
585.358255,1000,77782.25718
763.157895,1000,77896.8297
841.176471,1000,77983.732652
755.172414,1000,78055.376327
772.262774,1000,78125.809242
827.536232,1000,78284.297582
901.8,982,78353.897818
654.152824,1000,78423.45708
600.996678,1000,78503.093349
816.107383,1000,78576.602314
900.4,996,78662.30425
892.779783,1000,78791.395842
861.685824,1000,78896.250907
535.220126,1000,78970.856579
880.694981,1000,79042.885794
698.780488,1000,79123.945914
874.452555,1000,79226.249975
637.654321,1000,79380.801018
615.133531,1000,79479.5781
892.509363,1000,79568.992107
686.163522,1000,79661.291682
892.217899,1000,79752.209501
564.615385,1000,79853.006002
526.33452,1000,79998.891451
827.083333,1000,80098.131519
906.3,937,80168.862244
888.636364,1000,80247.337029
877.777778,1000,80346.800067
796.296296,1000,80418.752017
758.064516,1000,80498.050896
790.0,1000,80634.378145
531.41994,1000,80707.436195
697.202797,1000,80780.576118
846.308725,1000,80852.940405
820.529801,1000,80922.806269
814.089347,1000,81009.802468
903.1,969,81133.861977
323.611111,1000,81202.699866
900.8,992,81308.022419
799.328859,1000,81406.444712
743.971631,1000,81505.679221
624.919094,1000,85430.621052
715.217391,1000,85631.812322
671.812081,1000,85755.831465
896.240602,1000,85865.253198
892.982456,1000,85977.308784
813.49481,1000,86089.567503
806.716418,1000,86200.488638
708.917197,1000,86303.638254
684.246575,1000,86469.992034
784.244373,1000,86576.909208
746.394984,1000,86680.395871
821.933086,1000,86782.949639
675.2443,1000,86888.310501
906.9,931,87010.983833
749.358974,1000,87206.053819
878.021978,1000,87319.275936
761.952862,1000,87439.913539
607.936508,1000,87548.136549
757.142857,1000,87654.805502
296.610169,1000,87763.974252
723.717949,1000,87949.910399
643.944637,1000,88067.587252
891.769547,1000,88185.102301
284.364821,1000,88304.574039
861.977186,1000,88423.788826
862.825279,1000,88543.347543
875.352113,1000,88741.019602
856.081081,1000,88859.891157
889.090909,1000,88970.697823
668.768769,1000,89075.966305
865.635739,1000,89182.777902
840.740741,1000,89287.420814
689.808917,1000,89395.33701
842.65233,1000,89567.055035
813.72549,1000,89672.467378
881.412639,1000,89780.554587
819.117647,1000,89884.022185
756.140351,1000,89988.969368
